hmdb_id,smiles,pubchem_cid,inchikey
HMDB0044971,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,131755984,GTGOXBMVMINSSB-BJXYBHFZSA-N
HMDB0044972,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,131755985,NQKRWZVYDJMTOX-MLZSESCUSA-N
HMDB0044974,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,131755986,NUAAGXVXOLBDRH-TXPZPBLZSA-N
HMDB0044975,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,131755987,OYNGPKGJSNVQOS-HQBPBTHXSA-N
HMDB0044979,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,131755991,IOFQLHPECKLVSM-FLMLNZEISA-N
HMDB0044980,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,131755992,NCJLYHVTMRUDRY-NQDOFZADSA-N
HMDB0044982,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,131755993,NSFHGSMSKWUULJ-VOZBUZFHSA-N
HMDB0044983,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,131755994,IEMDRUBCZRDUKX-DOEHVUJYSA-N
HMDB0044984,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,131755995,DWIFUTKZBKIVIO-PVSLLAIASA-N
HMDB0044989,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,131756000,RPRUIZWBGFJFML-XUFMVWCYSA-N
HMDB0044991,CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,131756002,GFGMXYASPNDDEJ-DFOJIGQQSA-N
HMDB0044993,CCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,131756004,VUMXXMHKLBIICK-RWKAMNIQSA-N
HMDB0044994,CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,131756005,IMFARGSEPLYKKO-BVTSHZFNSA-N
HMDB0044997,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,131756008,HGGUZVCKVZRCSS-QLUDRBNQSA-N
HMDB0045000,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,131756011,YUPFJKWSOWOCMK-BLBSEIANSA-N
HMDB0045002,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,131756013,VRWLAKNBXGYTIC-JURZGQHSSA-N
HMDB0045009,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,131756020,MCTXTKYETLGMSB-ZILCMUFCSA-N
HMDB0045011,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,131756022,MQTQRKAUZZYKLD-NSJYWYAVSA-N
HMDB0045016,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,131756027,LRLJXQHYZIWUEY-VEWYSBMJSA-N
HMDB0045017,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,131756028,ZAABBQKBBZHIKW-HIGBRWCSSA-N
HMDB0045020,CCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCC/C=C\CCCCCCCC,131756031,YENXZCWCIMKQCY-HZLQDPIMSA-N
HMDB0045024,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCCCC/C=C\CCCCCCCC,131756035,YXNAYHGGFGKLHS-HVYAKTSASA-N
HMDB0045025,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCCCC/C=C\CCCCCCCC,131756036,FGOIRQZPYNSNTG-KIYGDOFBSA-N
HMDB0045026,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCC/C=C\CCCCCCCC,131756037,HTXFYVWYFJNSRG-RWMORWPJSA-N
HMDB0045027,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCC/C=C\CCCCCCCC,131756038,MRYNICMNUGGZAJ-HQBPBTHXSA-N
HMDB0045028,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCC/C=C\CCCCCCCC,131756039,HBMHHUTWSLFSBG-OAHZRARMSA-N
HMDB0045031,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCC/C=C\CCCCCCCC,131756042,BCDRZMKISYSJPP-CGSGPZGSSA-N
HMDB0045032,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCC/C=C\CCCCCCCC,131756043,JWEMQLKKBMDMSC-UANQULQISA-N
HMDB0045033,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCC/C=C\CCCCCCCC,131756044,QXOPDZOQHIVILD-HHIZIFKISA-N
HMDB0045034,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCC/C=C\CCCCCCCC,131756045,NKVPAWUMBWESJM-XDRDHHGRSA-N
HMDB0045035,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCC/C=C\CCCCCCCC,131756046,VRRPYVKHLUMVJX-BDPNYXBCSA-N
HMDB0045039,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCCCCCC/C=C\CCCCCCCC,131756050,UVBMJNGWTCZEQF-PMEQYAFJSA-N
HMDB0045041,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCCCCCC/C=C\CCCCCCCC,131756052,WFKRBGOCZSKULO-PSUWRVPUSA-N
HMDB0045042,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCCCCCC/C=C\CCCCCCCC,131756053,MAHQPVANDQGZIN-NTNWIWTMSA-N
HMDB0045050,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCC)OC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC,131756061,SHPCUQLAGQRBSR-HYQPEPIUSA-N
HMDB0045051,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC,131756062,HAZYEPTWRFLUON-GDBZVGQESA-N
HMDB0045052,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC,131756063,KCZXAMVZIWNRAA-RNCMSDBXSA-N
HMDB0045053,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC,131756064,DKLOEZUJIXIVSU-SXLFIPTDSA-N
HMDB0045058,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC,131756069,ACFCSXYEAINHFR-JOOBHXTJSA-N
HMDB0045059,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC,131756070,NXVPBQKOQAHIQZ-ZUPCQKIOSA-N
HMDB0045066,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC,131756077,RWHDQXUEVMMABX-LDOFVRLXSA-N
HMDB0045067,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC,131756078,JLGWZFFBMBENJB-KYXQNJKZSA-N
HMDB0045072,CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC,131756083,WIUBICRACXYXHV-NYRYLARASA-N
HMDB0045075,CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,131756084,VTHDNMHRPKXWMZ-WMMWWMJFSA-N
HMDB0045076,CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,131756085,FUYKNMGGFRUDSS-XMDWGKHBSA-N
HMDB0045078,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,131756087,TZMQOSMAJITOAT-TWPJAYPBSA-N
HMDB0045079,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,131756088,OKAAPUQYUHINCC-JPAMPYFZSA-N
HMDB0045080,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,131756089,AAXMCYUUKFLUMJ-JSFHAIONSA-N
HMDB0045083,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,131756091,AGXFHKUZXQPREM-VBDNUALRSA-N
HMDB0045084,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,131756092,PEXSAAMYDXHXJR-KUDLTUAXSA-N
HMDB0045093,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,131756099,CFIAQJQGPHURGU-YRSSWLJYSA-N
HMDB0045102,CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,131756107,QUXKGFALHOZZDI-BLAZJOSUSA-N
HMDB0045103,CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,131756108,JTJZUFAYMWLIGR-GFXRHTKRSA-N
HMDB0045106,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,131756111,JIYHMQDXQDVDIQ-UWWYLVAFSA-N
HMDB0045107,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,131756112,JLLNDMXBRCFCMO-HMUWYHQJSA-N
HMDB0045110,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,131756115,NWCGBGIXJBNACP-ZAXCPQCGSA-N
HMDB0045111,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,131756116,XZCFLUUMROMSAR-PXKUIHTLSA-N
HMDB0045112,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,131756117,FHKXPCWAEDEJKG-LEDSTZLCSA-N
HMDB0045126,CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,131756131,OSNTYLCOCUHBGM-QMUGSFBZSA-N
HMDB0045127,CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC,131756132,OKJDYZDDQFURDR-LVBVOWIESA-N
HMDB0045128,CCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC,131756133,QPDHZEQJAFYSNE-FPHZGZEOSA-N
HMDB0045129,CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC,131756134,UEPNNQMHGKLSKK-ZTVVXRKDSA-N
HMDB0045131,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCC)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC,131756136,UJRVGGIOIJYNLP-INLODCDNSA-N
HMDB0045132,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC,131756137,UEOJWPZDTKLQJA-ISJYKPTOSA-N
HMDB0045135,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC,131756140,YRNOILAKWQZJOO-CXWPALGVSA-N
HMDB0045137,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC,131756142,VFMVVXVFRDLZMQ-HHIZIFKISA-N
HMDB0045152,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC,131756157,XLDJIGJUYLTKCW-AMQQJGMESA-N
HMDB0045153,CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC,131756158,IDNFRJBDXYQKBM-GKMOKLMGSA-N
HMDB0045155,CCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC,131756160,KXAMFYWJHGZEGH-POVCTMQZSA-N
HMDB0045156,CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC,131756161,ZPZAEIZDMKHCGA-DQJQKEMASA-N
HMDB0045159,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC,131756164,WZYMUGLYGUNQDO-NWAIAITFSA-N
HMDB0045162,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC,131756167,MJAVVKUVPSLGBA-DVSXGRPGSA-N
HMDB0045164,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC,131756169,MJEBHXWSLTWPCM-CNJKKVNMSA-N
HMDB0045173,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC,131756178,LQGJLTQDXJLJGB-RQCTUJEGSA-N
HMDB0045178,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC,131756183,CGTDWZHIXKXGNM-RGJOZCBESA-N
HMDB0045179,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC,131756184,KWKOUCDAAANDPY-PRKOOHHZSA-N
HMDB0045182,CCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,131756187,PCXVFXRDXMNRHE-PYRCLQTDSA-N
HMDB0045185,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,131756190,STRGYEHUWWQWTA-LSNMNOJMSA-N
HMDB0045186,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,131756191,UOLSYLSXKGOQQK-VRBYCHNISA-N
HMDB0045191,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,131756196,RXSFIMVOIADAFE-VFUVEHBSSA-N
HMDB0045200,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,131756204,VKCTUXDPTHSMPZ-NLYINHNWSA-N
HMDB0045205,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,131756209,VDTUMEBCKWSEJW-OFDFIMGJSA-N
HMDB0045206,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,131756210,KKJGCGBAFKPDGN-AXQNHMBDSA-N
HMDB0045209,CCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC,131756213,LPELEKIVSWFLKI-NUXSQISZSA-N
HMDB0045212,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCC)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC,131756216,FWBKQSARGDXJLH-VZKMDISCSA-N
HMDB0045214,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC,131756218,FTTKNOTUTROZKZ-UHSNCZLYSA-N
HMDB0045215,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC,131756219,QDZSNMGLSOCIKD-FWIVFOPYSA-N
HMDB0045216,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC,131756220,CMYGJOFGWDPRGY-VOZBUZFHSA-N
HMDB0045217,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC,131756221,IDAQDJPLYHWOKS-NHIUTETASA-N
HMDB0045220,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC,131756224,NMZIXCZQAKUEKO-QYODDPQFSA-N
HMDB0045222,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC,131756226,KWEJHHHDBVLFPL-OGRIISAJSA-N
HMDB0045223,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC,131756227,LUUMBKHGQRFUNQ-USJUBNGZSA-N
HMDB0045224,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC,131756228,HCLNENGBRCSTJE-XCHDHFLKSA-N
HMDB0045230,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC,131756234,FSLGMQVJEHZUPJ-AUPDOVKISA-N
HMDB0045234,CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC,131756238,QGNLJGRXJOVVCH-UWVPRLFQSA-N
HMDB0045236,CCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,131756240,YFYCCMUWMOKMGJ-LQAARTKHSA-N
HMDB0045239,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCC)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,131756243,UWNCWDLVLHBCRO-IVXNCYSKSA-N
HMDB0045243,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,131756247,GTTMZICIVQUFGN-KWAHJTBNSA-N
HMDB0045249,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,131756253,DHFHFDYQWHOMJO-CSOAMPEQSA-N
HMDB0045251,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,131756255,QEBZICHWOFBWMS-BXBPZLISSA-N
HMDB0045257,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,131756261,ZFXYDOMFBWQZNA-OEPLPROGSA-N
HMDB0045258,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,131756262,PAKBTZYUUDHYDL-OZZJIWKISA-N
HMDB0045261,CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,131756265,HLHOFQHIUQLVAE-RHNCSCFFSA-N
HMDB0045263,CCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC,131756267,MWJBYDLBNUIUKI-ZVKHHTNOSA-N
