hmdb_id,smiles,pubchem_cid,inchikey
HMDB0010572,CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC[C@H](CO)O,449008,KBPVYRBBONZJHF-QPPIDDCLSA-N
HMDB0010573,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCCCC/C=C\CCCCCC,5289145,ADYWCMPUNIVOEA-GPJPVTGXSA-N
HMDB0010575,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,52927246,ATBOMIWRCZXYSZ-WLGRLVTESA-N
HMDB0010576,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,52927171,MVHBCRUZHMRQHX-UIWSMAGISA-N
HMDB0010577,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,52927236,MLANVLMRGHBUJH-FTZNWAQRSA-N
HMDB0010578,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,53480603,NDGDVGUDTIGKCF-PSQQFKKASA-N
HMDB0010579,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC,52927169,YQISKVDQGRCZBE-WQQWEMLQSA-N
HMDB0010580,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,24779550,FBAPNCMXWMGHJY-NYWCEQGFSA-N
HMDB0010581,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,52927231,OJGRJXYPAAIUAW-YGUNRICGSA-N
HMDB0010582,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC,53480604,FATXSYDWISDRSW-WFYRZQIBSA-N
HMDB0010583,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,53480605,AUXSCXICKMGRJE-SAQQATFDSA-N
HMDB0010584,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,52926307,HUFCXYMYEWLLHT-XNTJBMDASA-N
HMDB0010585,CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COP(=O)(O)OC[C@H](CO)O,52926472,JZMVGKUGUWBISQ-BWTMDTOGSA-N
HMDB0010586,CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCC/C=C\CCCCCC,52927230,GHQNERCMPIDAAU-NWHZUZAFSA-N
HMDB0010587,CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COP(=O)(O)OC[C@H](CO)O,52926476,UTZFGBMGFFOIGB-QCMQKWBUSA-N
HMDB0010588,CCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COP(=O)(O)OC[C@H](CO)O,53480606,KSRFAXYFDXHNDB-GFJSAGKOSA-N
HMDB0010589,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COP(=O)(O)OC[C@H](CO)O,52927167,VCYYBLIRAQBPTM-GDNUZSQHSA-N
HMDB0010590,CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,52927166,PTJBFPPEYDFAAQ-IEVJMAIKSA-N
HMDB0010591,CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,52926477,WAMGBQWEVHZHEA-OZTJURSHSA-N
HMDB0010592,CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,52926478,BFIMUUYOALOYGB-NJXCWUJZSA-N
HMDB0010593,CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COP(=O)(O)OC[C@H](CO)O,53480607,VWDLPQNBLHJJIU-OILVUHFKSA-N
HMDB0010594,CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC,52926484,SSJULPPOBKUTHM-MXRJECHTSA-N
HMDB0010595,CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,52927164,JJRJXJATUPOSGC-JHDARNQCSA-N
HMDB0010596,CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,52926490,LVQOWSPRPQUBPY-MCQYTGMZSA-N
HMDB0010597,CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC,53480608,KQHAYNITKZCSTB-MZAXSNJMSA-N
HMDB0010598,CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,53480609,SVKGTVFNVHYWFY-CJUAJECJSA-N
HMDB0010599,CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,52927163,BRJYLBKRWAAAEC-BHJRESQJSA-N
HMDB0010600,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCCCCCCCCCC,52927153,WYVBOKLMHDFYQD-QPPIDDCLSA-N
HMDB0010601,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCC/C=C\CCCCCC,52927152,IPJKIWYVQGPZEW-QCMQKWBUSA-N
HMDB0010602,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCCCCCCCCCCCC,24779552,FVJZSBGHRPJMMA-IOLBBIBUSA-N
HMDB0010603,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCCCC/C=C\CCCCCC,53480610,DLNHWYPDKXOVLH-KBTQSRGQSA-N
HMDB0010604,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCC/C=C\CCCCCCCC,24779551,ZEFGRNLJASLRBZ-QIJYXWHJSA-N
HMDB0010606,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,52926580,AQIAGGRCCDLKEY-MUJLYBRFSA-N
HMDB0010607,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,52926581,NWLZWBTUOZAKQE-MWIPVWBPSA-N
HMDB0010609,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC,52927150,YDMMRUHKIIMRLH-MNQIWUGTSA-N
HMDB0010610,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,24779553,GGSONEYZZWVXFY-QPQYMHNXSA-N
HMDB0010611,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,52927148,DDDVOYJWOXYXHJ-RKHXCIBKSA-N
HMDB0010612,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC,53480612,BPQUVZVCLXWAQN-NITOSIMZSA-N
HMDB0010613,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,53480613,VERJFSNAZVEOPC-IFCQHGPPSA-N
HMDB0010614,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,24779554,CLQKBJHAUYGCOB-JBZBJAAJSA-N
HMDB0010615,CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COP(=O)(O)OC[C@H](CO)O,53480614,PYSDYMWMDIXQNB-GPJPVTGXSA-N
HMDB0010616,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCC/C=C\CCCCCC,53480615,ICYKSOZJGJBBNU-GFJSAGKOSA-N
HMDB0010617,CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COP(=O)(O)OC[C@H](CO)O,53480616,HSJNITDXQQDYMJ-KZUSSCLUSA-N
HMDB0010618,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCCCC/C=C\CCCCCC,53480617,SOLXJHKVRWSNJX-HKFASTTNSA-N
HMDB0010619,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COP(=O)(O)OC[C@H](CO)O,53480618,MANUXINXZIXGSR-ZRXIRQNBSA-N
HMDB0010620,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,53480619,MFMFDUSGTGUBKM-YRUDZPEDSA-N
HMDB0010621,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,53480620,VSRGIKGINQIKBO-FJNFSWOHSA-N
HMDB0010622,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,53480621,QUMYVZXTAFJZPC-KEXKQFALSA-N
HMDB0010623,CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COP(=O)(O)OC[C@H](CO)O,53480622,YJSQCVAZUKVLFB-XNROCPBCSA-N
HMDB0010624,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC,53480623,SXQSRHPWOYLKTL-ZYJQSYMOSA-N
HMDB0010625,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,53480624,OGLHIFZQKVSAOQ-FKNVVCOASA-N
HMDB0010626,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,53480625,QFTIPVNWXHDAQV-ADJDFPOESA-N
HMDB0010627,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC,53480626,LKTZHVGWEMOSGM-SSGVCTBFSA-N
HMDB0010628,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,53480627,MXASRIGHBMGSPJ-NLRUETAPSA-N
HMDB0010629,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,53480628,TZGMUGQUTJEGJC-SMHLWGDZSA-N
HMDB0010630,CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(O)OC[C@H](CO)O,52927225,GTCKEWVHTGGUSN-HGWHEPCSSA-N
HMDB0010631,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCC/C=C\CCCCCC,52927146,QGIXWNRQEFVVRM-GDNUZSQHSA-N
HMDB0010633,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCCCC/C=C\CCCCCC,53480629,NTMBJQYQYMPGRM-MYVKIHSOSA-N
HMDB0010634,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCC/C=C\CCCCCCCC,52927248,DSNRWDQKZIEDDB-SQYFZQSCSA-N
HMDB0010635,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,52927223,FSVTVWTVWNNIQX-MODZKLJDSA-N
HMDB0010636,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,52926595,DZFSSBHYSJDYFN-MNHFJEBCSA-N
HMDB0010637,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,52927145,SPLOPJJVMQWFIT-SILBTBCMSA-N
HMDB0010638,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,53480630,ZBJMDPMZJJILGD-BQYWGNFBSA-N
HMDB0010639,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC,52926600,FNRQBIMYMKUNDB-IAJJUIBGSA-N
HMDB0010640,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,52927144,RSNKLQLBLVVDIF-XNUJTNQASA-N
HMDB0010641,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,52926604,YOHOWLRHMIRGCZ-ZIOANPSSSA-N
HMDB0010642,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC,53480631,JKAAWGKTGRIKRC-PAOSANONSA-N
HMDB0010643,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,53480632,JAMPNNNOPHDTDM-JYKMCOCGSA-N
HMDB0010645,CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)OC[C@H](CO)O,52927142,IYKXCQWBMRYBPI-WLGRLVTESA-N
HMDB0010646,CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)OC[C@H](CO)O,52926611,SZOXZKIJYLNJHR-IEVJMAIKSA-N
HMDB0010647,CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)OC[C@H](CO)O,52927141,CZVJBYZXTBYGJR-XAODMQRJSA-N
HMDB0010648,CCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)OC[C@H](CO)O,53480633,ILTZKQRTHXYCKE-GZPSIAITSA-N
HMDB0010649,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)OC[C@H](CO)O,52926615,KBDCFYFMQOAHAN-WUQMUQDBSA-N
HMDB0010650,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,52927219,AKWGRDPPGYFWIW-IYYSTRLISA-N
HMDB0010651,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,52926616,PMMMXQLSRSKYJN-MIIJJXBYSA-N
HMDB0010652,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,52926617,VTAJEODPKJDTAS-LUEXABFISA-N
HMDB0010653,CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)OC[C@H](CO)O,53480634,XVBLIBBZFINETP-WUIGUQKRSA-N
HMDB0010654,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC,52926624,FYJGEHHLYUAEHD-BLNJBFDNSA-N
HMDB0010655,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,52927140,MMWTVDJVEFZVRA-KJNUSYEHSA-N
HMDB0010656,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,52926630,YXFXRFOOFHHCFZ-XLLSETQMSA-N
HMDB0010657,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC,53480635,YVYIXWADRITLPA-VNPFHBCQSA-N
HMDB0010658,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,53480636,LOQVZAVLOYOOSB-GQEJPCSQSA-N
HMDB0010659,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,52926310,GMXYXYLCBAOPHA-KNVYJNGISA-N
HMDB0010660,CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OC[C@H](CO)O,52926637,HTKSHFXCKKXOLW-WJAPAJAMSA-N
HMDB0010661,CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OC[C@H](CO)O,52926638,MCXSKQWYNRNLGF-GQPHTWMHSA-N
HMDB0010662,CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OC[C@H](CO)O,52926642,ZQADGDHEOYNPBN-VLJMGXKQSA-N
HMDB0010663,CCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OC[C@H](CO)O,53480637,PDVQNXBAJRBGOS-PCIHCSGPSA-N
HMDB0010664,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OC[C@H](CO)O,52926643,ABTXGGZXXIHNDW-QLADQEJGSA-N
HMDB0010665,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OC[C@H](CO)O,52926644,BEDYBJZBZOMKHV-YTOJJJGQSA-N
HMDB0010666,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,52926645,CRMBDNVWTUGBMN-FQTJGYFUSA-N
HMDB0010667,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,52926646,DNEIBWIGGRQBMO-RYYNODHJSA-N
HMDB0010668,CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OC[C@H](CO)O,53480638,BPWRRMJSZUWBTG-HPSNECGISA-N
HMDB0010669,CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OC[C@H](CO)O,52926653,PGUFYFFTFKQUSX-FHUCRLRLSA-N
HMDB0010670,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,52926654,CJRKBEYZSOZNID-PSTRKZFMSA-N
HMDB0010671,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,52926660,FCDCKTDFYQEOAD-YQPREKOFSA-N
HMDB0010672,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC,53480639,KURBGZBTPRBCFQ-MYMQDKSKSA-N
HMDB0010673,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,53480640,LZKNNXNSADUVEW-CIPNFRRBSA-N
HMDB0010674,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,52926661,WUYCEAZLRPFDAU-LUUFVBKHSA-N
HMDB0010675,CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OC[C@H](CO)O,52927218,LZCSTAJDQULBAS-FTZNWAQRSA-N
HMDB0010676,CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OC[C@H](CO)O,52926668,BTZOBOVIQXYFAR-NJXCWUJZSA-N
HMDB0010677,CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OC[C@H](CO)O,52926672,VMDKDWGHMZQSLV-ZOIXFCGWSA-N
HMDB0010678,CCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OC[C@H](CO)O,53480641,UVTOMLLPZLIQLX-NHQSCMECSA-N
HMDB0010679,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OC[C@H](CO)O,52927139,JOAKZDPNBIREMY-ZKYOWWIASA-N
HMDB0010680,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OC[C@H](CO)O,52926673,XAUQEXCGLQPOMJ-MLMWWJLQSA-N
HMDB0010681,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OC[C@H](CO)O,52926674,NRMAAXFTMGOMBX-ZRQQEKEJSA-N
HMDB0010682,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,52927243,MPTSWFXLMIATGU-BIECOUIGSA-N
HMDB0010683,CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OC[C@H](CO)O,53480642,CVJUNXRDLROORG-ALASHDNDSA-N
HMDB0010684,CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OC[C@H](CO)O,52926681,JSMMFPYLXREROD-BSHSJOOASA-N
HMDB0010685,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OC[C@H](CO)O,52926682,IKWXYRYXPYLGDI-VVJMSEJKSA-N
HMDB0010686,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OC[C@H](CO)O,52926688,ZACXWNLBOWEKJK-YDYSYWMXSA-N
